state_name,district_name,block_tehsil_name,village_name,ref_village_type_name,major_medium_scheme,major_medium_scheme_name,geographical_area,cultivable_area,net_sown_area,gross_irrigated_area_kharif_season,gross_irrigated_area_rabi_season,gross_irrigated_area_perennial_season,gross_irrigated_area_other_season,gross_irrigated_area_total,net_irrigated_area,avg_ground_water_level_pre_monsoon,avg_ground_water_level_post_monsoon,ref_selection_wua_exists_name
TAMIL NADU,THANJAVUR,SEDHUBAVACHATTIRAM,MARUTHANGAVAYAL,Non-Tribal,Yes,CMP KALLANAI KALVAI,222,94,80,0,74,6,0,80,80,25,25,No
TAMIL NADU,DINDIGUL,VEDASANDUR,KULATHUPATTI,Non-Tribal,No,NA,783,678,385,173,185,26,0,384,384,100,100,No
TAMIL NADU,VILLUPPURAM,RISHIVANTHAYAM,SRI PANDANELLUR,Non-Tribal,No,NA,570,444,240,128,75,0,0,203,203,15,19,No
TAMIL NADU,THANJAVUR,THIRUVAIYARU,VARAGHUR,Non-Tribal,Yes,Vennaru,597,538,520,421,516,0,0,937,516,29,32,No
TAMIL NADU,TIRUVARUR,VALANGAIMAN,MANALUR,Non-Tribal,Yes,VETTAARU,353,280,269,212,211,5,0,428,268,30,40,Not Known
TAMIL NADU,TIRUVARUR,KOTTUR,KURICHIMOOLAI-2,Non-Tribal,No,NA,506,367,367,367,0,0,0,367,367,7,8,Yes
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,KONATHI,Non-Tribal,No,NA,107,22,0,0,0,0,0,0,0,2,3,No
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,VEDAL,Tribal,No,NA,1161,700,663,200,200,100,100,600,600,1,2,Yes
TAMIL NADU,VELLORE,THIMIRI,KUTTIYAM,Non-Tribal,No,NA,391,301,0,0,0,0,0,0,0,10,20,No
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,CHINNAKAYAPPAKKAM,Tribal,No,NA,379,248,222,10,150,50,12,222,222,1,1,No
TAMIL NADU,VELLORE,ARAKONAM,KILPAKKAM,Tribal,No,NA,786,535,107,25,51,31,0,107,107,12,26,Yes
TAMIL NADU,VELLORE,ARAKONAM,VELUR PETTAI,Tribal,No,NA,688,317,41,18,23,0,0,41,41,20,21,Yes
TAMIL NADU,VELLORE,ARCOT,PAPPERI,Non-Tribal,No,NA,170,120,52,34,27,15,0,76,52,50,55,Not Known
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,NINNAKARAI,Non-Tribal,No,NA,80,70,65,0,65,0,0,65,65,1,1,Not Known
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,POTHERI,Non-Tribal,No,NA,329,132,0,0,0,0,0,0,0,25,30,Not Known
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,THAILAVARAM,Non-Tribal,No,NA,99,31,0,0,0,0,0,0,0,2,3,Not Known
TAMIL NADU,THANJAVUR,PERAVURANI,SOORIYANARAYANAPURAM,Non-Tribal,Yes,CMP KALLANAI KALVAYI,130,91,80,31,28,0,21,80,80,40,52,No
TAMIL NADU,THANJAVUR,THIRUVAIYARU,SATHANOOR,Non-Tribal,Yes,Cauvery,560,221,115,4,97,10,0,111,111,9,10,No
TAMIL NADU,COIMBATORE,KINATHUKADAVU,KONDAMPATTY,Non-Tribal,No,NA,1206,420,420,104,50,266,0,420,420,100,100,No
TAMIL NADU,THANJAVUR,PERAVURANI,SERUVAVIDUTHI NORTH,Non-Tribal,Yes,CMP,831,454,377,10,267,100,0,377,377,18,23,No
TAMIL NADU,COIMBATORE,KINATHUKADAVU,SOLAVAMPALAYAM,Tribal,No,NA,870,370,370,90,90,190,0,370,370,100,100,No
TAMIL NADU,COIMBATORE,KINATHUKADAVU,KATTAMPATTY,Tribal,No,NA,1543,737,737,100,100,497,40,737,737,100,100,Not Known
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,ARAPPEDU,Non-Tribal,No,NA,304,206,139,55,84,0,0,139,139,12,7,No
TAMIL NADU,TIRUVARUR,KOTTUR,VENGATHANGUDI,Non-Tribal,No,NA,382,320,320,0,319,1,0,320,320,7,8,Yes
TAMIL NADU,KANCHEEPURAM,Lathur,NEMANTHAM,Non-Tribal,No,NA,129,62,62,0,62,0,0,62,62,1,1,Not Known
TAMIL NADU,KANCHEEPURAM,Lathur,PUDUPATTU,Non-Tribal,No,NA,184,110,91,0,91,0,0,91,91,1,1,Not Known
TAMIL NADU,KANCHEEPURAM,Lathur,AATCHIVILAGAM,Non-Tribal,No,NA,228,120,120,30,30,37,23,120,120,15,19,No
TAMIL NADU,VELLORE,THIMIRI,AYIRAMANGALAM,Non-Tribal,No,NA,649,117,0,0,0,0,0,0,0,20,30,No
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,PADICHERY,Non-Tribal,No,NA,981,763,105,0,0,105,0,105,105,1,2,Not Known
TAMIL NADU,NAGAPATTINAM,SEMBANARKOIL,VILAGAM,Non-Tribal,No,NA,1,0,0,0,0,0,0,0,0,1,1,No
TAMIL NADU,TIRUVANNAMALAI,ANAKKAVUR,THAVASI,Tribal,Yes,PERIYA ARRI,359,186,120,0,0,0,0,0,0,20,40,Yes
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,BALUR C,Non-Tribal,No,NA,9962,1101,626,51,0,11,0,62,62,5,15,Yes
TAMIL NADU,TIRUVANNAMALAI,CHEYYAR,PERUNGALATHUR,Non-Tribal,No,NA,403,303,216,72,142,2,0,216,216,10,12,No
TAMIL NADU,THANJAVUR,THIRUVAIYARU,KONERIRAJAPURAM,Non-Tribal,Yes,Kudamurudi river,290,223,200,72,129,30,0,231,161,10,12,No
TAMIL NADU,DINDIGUL,ATHOOR,PARAIPATTI,Non-Tribal,No,NA,2196,1999,1269,426,245,598,0,1269,1269,80,80,No
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,KOTTAIKADU,Non-Tribal,No,NA,974,773,422,100,200,100,22,422,422,5,6,No
TAMIL NADU,VELLORE,ARAKONAM,MOODUR,Tribal,No,NA,721,510,64,6,48,10,0,64,64,10,10,Yes
TAMIL NADU,THANJAVUR,THIRUVAIYARU,MARUVUR,Non-Tribal,No,NA,258,89,89,37,19,20,13,89,89,15,26,No
TAMIL NADU,KANCHEEPURAM,Lathur,PAVUNCHUR,Tribal,No,NA,709,529,312,0,120,6,0,126,126,2,4,No
TAMIL NADU,COIMBATORE,KINATHUKADAVU,PANAPATTY,Non-Tribal,No,NA,1617,567,567,182,182,197,6,567,567,100,100,Not Known
TAMIL NADU,THANJAVUR,THIRUVAIYARU,VAITHYANATHANPETTAI,Non-Tribal,Yes,CAUVERY,459,312,264,144,104,91,0,339,246,30,32,No
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,THIRUVADISOOLAM,Non-Tribal,No,NA,657,270,270,0,270,0,0,270,270,20,20,Yes
TAMIL NADU,THANJAVUR,THIRUVAIYARU,ACHANUR,Non-Tribal,Yes,CAUVERY,136,98,58,10,26,6,0,42,35,20,22,No
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,MAZHUVANKARANAI,Tribal,No,NA,278,163,93,0,0,0,0,0,0,4,6,No
TAMIL NADU,TIRUVANNAMALAI,VEMBAKKAM,NARASAMANGALAM,Tribal,No,NA,178,127,44,0,0,0,0,0,0,13,4,Yes
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,THOLIPATTI,Non-Tribal,No,NA,320,150,63,2,8,3,14,27,27,80,80,No
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,PARERI,Non-Tribal,No,NA,8057,0,0,0,0,0,0,0,0,2,2,No
TAMIL NADU,THANJAVUR,THANJAVUR,THENPERAMBUR,Non-Tribal,Yes,VENNAR,432,273,218,215,120,0,0,335,215,34,36,No
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,MELMANAPPAKKAM,Non-Tribal,No,NA,168,59,30,26,0,4,0,30,30,10,10,No
TAMIL NADU,THANJAVUR,THIRUVIDAIMARUDUR,THIRUNEELAKUDI,Non-Tribal,No,NA,265,212,176,148,1,18,22,189,176,50,100,No
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,NANDHIMEDU,Non-Tribal,No,NA,159,47,29,0,29,0,0,29,29,60,80,No
TAMIL NADU,THANJAVUR,THIRUVIDAIMARUDUR,NARASSINGAMPETTAI,Non-Tribal,No,NA,375,286,198,163,62,0,7,232,198,50,100,No
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,PERUNKARANAI I,Non-Tribal,No,NA,455,261,207,119,88,0,0,207,207,16,17,Yes
TAMIL NADU,THANJAVUR,THANJAVUR,NAGATHI,Non-Tribal,No,NA,597,461,387,235,332,10,0,577,360,15,17,Yes
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,A.KOLATHUR,Non-Tribal,No,NA,252,90,90,0,0,0,0,0,0,1,1,No
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,AMMANAMPAKKAM,Non-Tribal,No,NA,218,75,75,37,16,20,0,73,73,50,50,No
TAMIL NADU,THANJAVUR,THIRUVAIYARU,VADUGAKUDI,Non-Tribal,No,NA,165,50,32,3,3,0,26,32,32,15,24,No
TAMIL NADU,THANJAVUR,THIRUVAIYARU,THIRUVAIYARU(WEST),Non-Tribal,No,NA,290,146,135,135,122,0,9,266,135,14,22,No
TAMIL NADU,THANJAVUR,THIRUVAIYARU,KALYANAPURAM ISTSETH,Non-Tribal,No,NA,438,337,234,0,20,80,46,146,143,12,9,No
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,KANTHUR,Non-Tribal,No,NA,582,449,194,0,194,0,0,194,194,70,70,No
TAMIL NADU,THANJAVUR,THIRUVAIYARU,KANDIYUR,Non-Tribal,No,NA,301,253,189,170,18,0,1,189,180,12,9,No
TAMIL NADU,THANJAVUR,THIRUVIDAIMARUDUR,GOVINDAPURAM 64.1,Non-Tribal,No,NA,170,119,65,2,61,1,0,64,62,10,12,No
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,ALAGUPATTI,Non-Tribal,No,NA,1026,929,415,16,12,52,0,80,80,90,90,No
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,PAZHAVELI,Tribal,No,NA,50,41,40,10,10,10,10,40,40,1,2,No
TAMIL NADU,THANJAVUR,THIRUVAIYARU,MANNARSAMUDRAM,Non-Tribal,Yes,KUDAMURUTI SUB CANAL,211,151,142,29,39,64,1,133,103,12,15,No
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,D.GUDALUR,Non-Tribal,No,NA,2579,2257,587,17,60,35,0,112,112,78,78,No
TAMIL NADU,THANJAVUR,THIRUVIDAIMARUDUR,THEPPERUMANALLUR,Non-Tribal,No,NA,454,254,139,115,139,0,0,254,139,50,100,No
TAMIL NADU,TIRUNELVELI,MANUR,UKKURANKOTTAI,Non-Tribal,No,NA,959,210,68,0,0,0,0,0,0,5,15,No
TAMIL NADU,TIRUCHIRAPPALLI,MANNACHANALLUR,AYIKUDI,Non-Tribal,No,NA,1082,488,287,85,132,70,0,287,287,50,90,No
TAMIL NADU,PUDUKKOTTAI,AVUDAYARKOIL,ARASOOR,Non-Tribal,No,NA,124,65,65,16,16,16,17,65,65,15,15,No
TAMIL NADU,PUDUKKOTTAI,AVUDAYARKOIL,CHATHIRAPPATTI,Non-Tribal,No,NA,86,41,25,0,25,0,0,25,25,15,15,No
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,K.PUDUKOTTAI,Non-Tribal,No,NA,1192,772,506,149,313,42,0,504,504,100,100,No
TAMIL NADU,DINDIGUL,THOPPAMPATTI,AKKARAIPATTI,Non-Tribal,No,NA,1063,662,662,0,295,201,0,496,496,60,60,No
TAMIL NADU,DINDIGUL,THOPPAMPATTI,APPANUTHU,Non-Tribal,No,NA,766,715,466,0,191,13,0,204,204,10,10,No
TAMIL NADU,TIRUVALLUR,ELLAPURAM,KOTTAKUPPAM,Non-Tribal,No,NA,295,200,169,124,124,0,0,248,169,30,36,No
TAMIL NADU,CUDDALORE,PARANGIPETTAI,PICHCHAVARAM,Non-Tribal,No,NA,690,547,438,0,0,0,0,0,0,6,6,Yes
TAMIL NADU,CUDDALORE,KEERAPPALAYAM,VALAIKOLLAI,Non-Tribal,No,NA,214,158,158,0,0,0,0,0,0,6,6,Yes
TAMIL NADU,CUDDALORE,PARANGIPETTAI,NAKKARAVANDANKUDI,Non-Tribal,No,NA,308,249,249,0,0,0,0,0,0,6,6,Yes
TAMIL NADU,DINDIGUL,PALANI,ERAMANAICKENPATTI,Non-Tribal,No,NA,984,789,767,0,0,237,0,237,237,170,130,No
TAMIL NADU,VIRUDHUNAGAR,SATTUR,SOORANKUDI,Non-Tribal,No,NA,1128,238,238,7,238,0,0,245,238,12,24,No
TAMIL NADU,VIRUDHUNAGAR,SATTUR,BANDUVARPATTI,Non-Tribal,No,NA,618,95,95,9,94,0,0,103,94,12,24,No
TAMIL NADU,TIRUVALLUR,PALLIPATTU,PUNNIYAM,Non-Tribal,No,NA,4285,2990,136,50,50,5,50,155,65,45,45,No
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,OORKADU,Non-Tribal,No,NA,444,291,268,1,264,0,0,265,264,10,30,No
TAMIL NADU,VILLUPPURAM,MUGAIYUR,MANALOORPETTAI,Non-Tribal,No,NA,740,208,126,22,36,0,0,58,58,30,50,Yes
TAMIL NADU,TIRUVANNAMALAI,VEMBAKKAM,KUTHANUR,Tribal,No,NA,1147,789,154,134,19,0,0,153,153,5,10,No
TAMIL NADU,VILLUPPURAM,MELMALAIYANUR,KUNTHALAMPATTU,Non-Tribal,No,NA,493,188,165,75,55,2,33,165,132,10,15,Not Known
TAMIL NADU,VILLUPPURAM,MELMALAIYANUR,SANGILI KUPPAM,Tribal,No,NA,448,391,260,120,95,5,40,260,260,1,2,No
TAMIL NADU,VILLUPPURAM,MELMALAIYANUR,ATHIPPATTU,Tribal,No,NA,823,646,191,14,102,75,0,191,191,7,7,No
TAMIL NADU,VILLUPPURAM,MELMALAIYANUR,KILAVAMPOONDI,Tribal,No,NA,146,113,103,48,58,0,8,114,103,1,1,Yes
TAMIL NADU,TIRUVANNAMALAI,JAMNAMARATHUR,MANDAPARAI,Non-Tribal,No,NA,169,164,164,42,23,1,0,66,66,10,10,No
TAMIL NADU,TIRUVANNAMALAI,THELLAR,RAMASAMDIRAM,Non-Tribal,No,NA,462,325,177,87,90,0,0,177,140,40,90,No
TAMIL NADU,THOOTHUKUDI,THOOTHUKKUDI,PERURANI,Non-Tribal,No,NA,787,94,94,18,48,28,0,94,94,10,10,No
TAMIL NADU,VILLUPPURAM,GINGEE,MEENAMBUR,Non-Tribal,No,NA,218,172,145,58,47,8,0,113,113,5,8,No
TAMIL NADU,VILLUPPURAM,MELMALAIYANUR,THAYANOOR,Tribal,No,NA,1147,745,325,25,161,40,78,304,304,1,2,No
TAMIL NADU,VILLUPPURAM,ULUNDURPET,KUNJARAM,Non-Tribal,No,NA,964,553,415,150,50,15,200,415,415,9,18,No
TAMIL NADU,VILLUPPURAM,ULUNDURPET,SIKKADU,Non-Tribal,No,NA,397,228,227,50,50,50,77,227,227,5,6,No
TAMIL NADU,TIRUVANNAMALAI,VEMBAKKAM,CHITHALAPAKKAM,Non-Tribal,No,NA,182,152,70,26,44,0,0,70,70,10,10,Yes
TAMIL NADU,VILLUPPURAM,MELMALAIYANUR,MEL NEMILI,Tribal,No,NA,424,299,282,155,115,0,12,282,155,8,9,Yes
TAMIL NADU,VILLUPPURAM,ULUNDURPET,ULUNDUR,Non-Tribal,No,NA,490,347,347,70,70,40,5,185,185,4,6,No
TAMIL NADU,VILLUPPURAM,MUGAIYUR,PULRAMPATTU,Tribal,No,NA,238,204,186,27,120,13,0,160,160,16,9,No
TAMIL NADU,KANCHEEPURAM,MADHURANTHAGAM,KATTUDEVADOOR,Tribal,No,NA,1448,390,390,100,200,50,40,390,390,2,3,No
TAMIL NADU,TIRUVARUR,NANNILAM,VADAKKUDI,Non-Tribal,No,NA,419,368,354,71,280,3,0,354,354,18,22,Not Known
TAMIL NADU,VILLUPPURAM,MUGAIYUR,ARUNAPURAM,Non-Tribal,No,NA,292,207,141,3,136,1,0,140,140,15,20,Not Known
TAMIL NADU,TIRUVARUR,NANNILAM,VEEDIVIDANGAN,Non-Tribal,No,NA,255,185,185,15,160,10,0,185,185,15,20,Not Known
TAMIL NADU,TIRUVARUR,NANNILAM,VAZHAKKAI,Non-Tribal,No,NA,420,330,311,57,240,14,0,311,311,18,25,Not Known
TAMIL NADU,THANJAVUR,PERAVURANI,CHINA ARASALANKARAMB,Tribal,No,NA,1,0,0,0,0,0,0,0,0,15,15,No
TAMIL NADU,VILLUPPURAM,THIRUNAVALUR,PERIAPATTU,Non-Tribal,No,NA,337,258,190,0,0,0,0,0,0,2,3,Yes
TAMIL NADU,VILLUPPURAM,ULUNDURPET,KONALAVADI.PU.,Non-Tribal,No,NA,728,379,342,50,50,30,9,139,139,10,15,No
TAMIL NADU,KANYAKUMARI,AGASTEESWARAM,ANJUGRAMMAM,Non-Tribal,No,NA,987,450,410,45,50,246,0,341,301,30,50,Not Known
TAMIL NADU,TIRUVANNAMALAI,VEMBAKKAM,VAGAI,Tribal,No,NA,168,113,23,0,0,0,0,0,0,10,20,No
TAMIL NADU,VELLORE,NEMILI,SANKARANPADI,Tribal,No,NA,243,122,109,78,30,0,0,108,108,12,91,Yes
TAMIL NADU,TIRUVANNAMALAI,CHEYYAR,VAKKADI,Non-Tribal,No,NA,552,320,263,227,35,0,0,262,262,5,15,No
TAMIL NADU,TIRUVANNAMALAI,VANDAVASI,KARAM,Non-Tribal,No,NA,394,209,172,95,114,17,0,226,141,10,10,Yes
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,AZHICHUR,Tribal,No,NA,669,308,231,100,50,50,31,231,231,10,20,Yes
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,VINNAMANGALAM,Non-Tribal,No,NA,169,100,40,10,10,10,10,40,40,10,15,Not Known
TAMIL NADU,THOOTHUKUDI,THOOTHUKKUDI,MUDIVAITHANENDAL,Non-Tribal,No,NA,193,162,96,0,79,16,0,95,95,1,1,No
TAMIL NADU,VILLUPPURAM,GINGEE,AALAMPOONDI,Non-Tribal,No,NA,788,156,100,64,64,0,0,128,80,3,5,Yes
TAMIL NADU,PUDUKKOTTAI,GANDARVAKKOTTAI,MANGANUR,Non-Tribal,No,NA,1157,951,686,76,167,497,0,740,686,15,15,No
TAMIL NADU,TIRUVANNAMALAI,VEMBAKKAM,KODAIYAMPAKKAM,Non-Tribal,No,NA,139,94,30,24,6,0,0,30,30,1,2,No
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,VALATHODU,Non-Tribal,No,NA,127,76,52,9,32,11,0,52,52,25,30,Not Known
TAMIL NADU,THANJAVUR,PERAVURANI,CHETTIVAYAL,Non-Tribal,No,NA,1,0,0,0,0,0,0,0,0,15,15,No
TAMIL NADU,VILLUPPURAM,THIRUNAVALUR,SIRUTHANUR,Non-Tribal,No,NA,288,0,0,0,0,0,0,0,0,40,40,Yes
TAMIL NADU,VILLUPPURAM,ULUNDURPET,KATTUNEMILI,Non-Tribal,No,NA,3567,3187,2328,1200,328,400,400,2328,2328,3,5,Yes
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,SOONAMBEDU,Non-Tribal,No,NA,1871,604,604,77,59,10,0,146,146,10,40,Yes
TAMIL NADU,VELLORE,ALANGAYAM,BEDDUR,Non-Tribal,No,NA,1064,787,787,274,360,41,0,675,675,1,2,No
TAMIL NADU,VILLUPPURAM,THIRUNAVALUR,ORATHUR.T,Non-Tribal,No,NA,150,126,125,50,50,25,0,125,125,3,5,No
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,KURUMANCHEERI,Non-Tribal,No,NA,7499,4014,4014,1000,1500,500,1014,4014,4014,15,20,No
TAMIL NADU,ARIYALUR,T.PALUR,NADAVALUR(W),Non-Tribal,Yes,DURAI,626,591,5,0,0,0,0,0,0,10,1,No
TAMIL NADU,THOOTHUKUDI,THOOTHUKKUDI,KOOTTUDANKADU,Non-Tribal,No,NA,884,718,88,28,54,6,0,88,88,1,10,No
TAMIL NADU,THANJAVUR,ORATHANADU,KAKKARAI,Non-Tribal,No,NA,500,400,340,100,100,0,0,200,100,50,50,Yes
TAMIL NADU,THANJAVUR,ORATHANADU,KANNANTHAN.MEL(CHIEF,Non-Tribal,No,NA,500,400,247,100,100,0,0,200,100,100,100,Yes
TAMIL NADU,VILLUPPURAM,ULUNDURPET,ASANUR,Non-Tribal,No,NA,7815,3472,3416,25,25,25,25,100,100,18,20,Yes
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,KARIAMANGALAM,Non-Tribal,No,NA,979,872,693,582,46,65,0,693,693,5,10,No
TAMIL NADU,CUDDALORE,MANGALORE,VENGANUR,Non-Tribal,No,NA,553,469,338,201,94,42,0,337,318,15,20,No
TAMIL NADU,VILLUPPURAM,THIRUNAVALUR,ARALI,Non-Tribal,No,NA,296,220,173,96,77,12,0,185,173,2,4,No
TAMIL NADU,TIRUVANNAMALAI,CHEYYAR,THIRUMANI,Non-Tribal,No,NA,527,349,140,40,96,4,0,140,140,3,7,Yes
TAMIL NADU,KARUR,ARAVAKURICHI,ANJAKOVUNDANPATTI,Non-Tribal,No,NA,320,264,89,4,11,11,0,26,26,90,85,No
TAMIL NADU,THOOTHUKUDI,THOOTHUKKUDI,ALLIKULAM,Non-Tribal,No,NA,636,570,103,0,52,0,0,52,52,5,35,No
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,ANNAMALAIPATTI,Non-Tribal,No,NA,257,217,168,68,40,30,30,168,168,15,15,No
TAMIL NADU,KARUR,ARAVAKURICHI,ERUMARPATTI,Non-Tribal,No,NA,622,533,189,13,41,58,0,112,112,90,85,No
TAMIL NADU,CUDDALORE,NALLUR,ADHAMAGALAM,Non-Tribal,Yes,WELLINGTON RESERVOYAR,580,426,166,142,24,0,0,166,166,25,35,No
TAMIL NADU,VILLUPPURAM,THIRUNAVALUR,NEMILI.U.,Non-Tribal,No,NA,250,220,219,50,50,100,19,219,219,5,6,No
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,SENTHAMANGALAM,Non-Tribal,No,NA,220,161,130,20,25,25,60,130,130,10,15,No
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,THIRUKATCHUR,Non-Tribal,No,NA,709,20,19,0,19,0,0,19,19,6,10,Yes
TAMIL NADU,PUDUKKOTTAI,AVUDAYARKOIL,KUDIKADU,Non-Tribal,No,NA,249,155,144,0,121,0,0,121,121,20,20,No
TAMIL NADU,CUDDALORE,NALLUR,ERAPPAVUR,Non-Tribal,Yes,WELLINGTON RESERVOYER,520,369,58,47,6,5,0,58,54,46,56,Yes
TAMIL NADU,CUDDALORE,NALLUR,KODIKALAM,Tribal,No,NA,283,206,169,148,21,0,0,169,157,15,27,Yes
TAMIL NADU,CUDDALORE,NALLUR,O.KEERANUR,Non-Tribal,No,NA,233,199,199,128,71,0,0,199,199,30,40,No
TAMIL NADU,CUDDALORE,MANGALORE,ADHARNATHAM,Non-Tribal,No,NA,308,257,152,60,30,0,0,90,66,1,1,No
TAMIL NADU,CUDDALORE,MANGALORE,NAVALUR,Non-Tribal,No,NA,497,320,317,277,32,8,0,317,317,10,15,Not Known
TAMIL NADU,CUDDALORE,NALLUR,NARASINGAMANGALAM,Non-Tribal,Yes,MEDIUM SCHEME    WELLINGTON  RESERVOYER ,505,361,215,154,61,0,0,215,210,15,25,No
TAMIL NADU,VILLUPPURAM,THIRUNAVALUR,KALAVANUR,Tribal,No,NA,320,180,179,50,50,49,30,179,179,4,5,No
TAMIL NADU,VILLUPPURAM,THIRUNAVALUR,MEPPULIYUR,Non-Tribal,No,NA,404,290,270,70,90,10,100,270,270,1,2,No
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,VEERAPURAM,Non-Tribal,No,NA,254,101,0,0,0,0,0,0,0,2,3,Yes
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,ANJOOR,Non-Tribal,No,NA,688,11,10,3,3,3,1,10,10,2,3,Yes
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,THANDALAM,Tribal,No,NA,440,342,341,75,75,91,100,341,341,1,1,No
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,SIRUKILAI,Non-Tribal,No,NA,451,361,0,0,0,0,0,0,0,10,15,No
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,SELVAZHIMANGALAM,Non-Tribal,No,NA,145,93,80,20,20,20,20,80,50,15,18,Yes
TAMIL NADU,ARIYALUR,T.PALUR,MANAGETHI,Non-Tribal,No,NA,200,100,100,30,0,0,0,30,30,1,1,No
TAMIL NADU,TIRUVARUR,NEEDAMANGALAM,KARUVAKURUCHI 2,Non-Tribal,No,NA,529,268,255,113,75,55,12,255,255,50,60,No
TAMIL NADU,CUDDALORE,MANGALORE,AKKANUR,Non-Tribal,No,NA,286,286,159,141,20,15,0,176,159,1,1,No
TAMIL NADU,CUDDALORE,NALLUR,MELNEMILI,Tribal,No,NA,757,720,635,530,50,0,0,580,530,7,15,No
TAMIL NADU,CUDDALORE,NALLUR,THORAIYUR,Non-Tribal,No,NA,211,178,163,123,40,0,0,163,163,25,30,No
TAMIL NADU,VELLORE,MADHANUR,THIRUMALAIKUPPAM,Non-Tribal,No,NA,1832,1043,105,40,40,25,0,105,105,1,3,No
TAMIL NADU,KANCHEEPURAM,MADHURANTHAGAM,NALLAMOOR,Tribal,No,NA,1140,333,333,0,333,0,0,333,333,10,12,Yes
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,NERUMBUR,Non-Tribal,No,NA,786,487,307,50,50,200,7,307,307,12,12,No
TAMIL NADU,DINDIGUL,PALANI,PAPAMPATTI,Non-Tribal,No,NA,417,178,178,0,9,34,0,43,43,250,180,No
TAMIL NADU,TIRUVALLUR,THIRUVALANGADU,RAJAPADMAPURAM,Non-Tribal,No,NA,556,422,150,78,59,30,0,167,141,20,25,No
TAMIL NADU,TIRUVALLUR,THIRUVALANGADU,KALAMBAKKAM,Non-Tribal,No,NA,451,383,203,156,126,6,0,288,203,70,100,Yes
TAMIL NADU,TIRUVALLUR,THIRUVALANGADU,MARUDHAVALLIPURAM,Non-Tribal,No,NA,454,290,12,12,0,0,0,12,12,15,100,Not Known
TAMIL NADU,TIRUVARUR,MANNARGUDI,THULASENDIRAPURAM,Non-Tribal,No,NA,767,486,486,82,406,80,0,568,486,40,45,No
TAMIL NADU,ARIYALUR,T.PALUR,SRIPURANDAN(N),Non-Tribal,No,NA,1122,824,589,178,484,6,0,668,561,90,5,Not Known
TAMIL NADU,KANCHEEPURAM,MADHURANTHAGAM,PULIARANANKOTTAI,Non-Tribal,No,NA,200,200,200,25,25,50,100,200,200,3,5,No
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,VISUR,Non-Tribal,No,NA,362,222,120,50,50,10,10,120,120,2,6,Yes
TAMIL NADU,DINDIGUL,PALANI,RATTAYAMPADI,Non-Tribal,No,NA,506,378,378,0,305,73,0,378,378,90,90,No
TAMIL NADU,DINDIGUL,PALANI,AYYAMPALAYAM,Non-Tribal,No,NA,628,387,387,8,211,50,0,269,261,230,170,No
TAMIL NADU,TIRUVARUR,VALANGAIMAN,AMARAVATHY,Non-Tribal,Yes,vettar,38,26,15,2,12,1,0,15,15,30,45,No
TAMIL NADU,TIRUVALLUR,THIRUVALANGADU,ARUNGULAM,Non-Tribal,No,NA,1177,675,510,103,260,147,0,510,510,52,65,No
TAMIL NADU,TIRUVALLUR,TIRUTTANI,SATRANJAYAPURAM,Non-Tribal,No,NA,570,457,172,20,20,15,0,55,45,90,100,Yes
